A;20;G1;120;0,000000;G2;120;1,000000;0
A;20;G1;120;0,000000;G2;120;1,000000;1
A;20;G1;120;0,000000;G2;120;1,000000;2
A;20;G1;124;0,000000;G2;116;1,000000;3
A;20;G1;118;1,000000;G2;122;0,000000;4
A;20;G1;125;1,000000;G2;115;0,000000;5
A;20;G1;118;0,000000;G2;122;1,000000;6
A;20;G1;118;1,000000;G2;122;0,000000;7
A;20;G1;119;0,000000;G2;121;1,000000;8
A;20;G1;122;0,000000;G2;118;1,000000;9
A;20;G1;117;0,000000;G2;123;1,000000;10
A;20;G1;118;1,000000;G2;122;0,000000;11
A;20;G1;120;0,000000;G2;120;1,000000;12
A;20;G1;123;0,000000;G2;117;1,000000;13
A;20;G1;122;1,000000;G2;118;0,000000;14
A;20;G1;119;0,000000;G2;121;1,000000;15
A;20;G1;124;0,000000;G2;116;1,000000;16
A;20;G1;116;0,000000;G2;124;1,000000;17
A;20;G1;125;1,000000;G2;115;0,000000;18
A;20;G1;121;1,000000;G2;119;0,000000;19
A;20;G1;126;1,000000;G2;114;0,000000;20
A;20;G1;122;1,000000;G2;118;0,000000;21
A;20;G1;124;1,000000;G2;116;0,000000;22
A;20;G1;125;1,000000;G2;115;0,000000;23
A;20;G1;116;1,000000;G2;124;0,000000;24
A;20;G1;116;0,000000;G2;124;1,000000;25
A;20;G1;124;1,000000;G2;116;0,000000;26
A;20;G1;118;0,000000;G2;122;1,000000;27
A;20;G1;123;1,000000;G2;117;0,000000;28
A;20;G1;124;1,000000;G2;116;0,000000;29
A;20;G1;120;1,000000;G2;120;0,000000;30
A;20;G1;118;0,000000;G2;122;1,000000;31
A;20;G1;118;1,000000;G2;122;0,000000;32
A;20;G1;121;0,000000;G2;119;1,000000;33
A;20;G1;116;0,000000;G2;124;1,000000;34
A;20;G1;121;1,000000;G2;119;0,000000;35
A;20;G1;121;1,000000;G2;119;0,000000;36
A;20;G1;125;0,000000;G2;115;1,000000;37
A;20;G1;116;0,000000;G2;124;1,000000;38
A;20;G1;120;1,000000;G2;120;0,000000;39
A;20;G1;125;1,000000;G2;115;0,000000;40
A;20;G1;128;1,000000;G2;112;0,000000;41
A;20;G1;115;0,000000;G2;125;1,000000;42
A;20;G1;126;1,000000;G2;114;0,000000;43
A;20;G1;122;1,000000;G2;118;0,000000;44
A;20;G1;120;0,000000;G2;120;1,000000;45
A;20;G1;125;1,000000;G2;115;0,000000;46
A;20;G1;117;1,000000;G2;123;0,000000;47
A;20;G1;122;1,000000;G2;118;0,000000;48
A;20;G1;121;1,000000;G2;119;0,000000;49
A;20;G1;118;0,000000;G2;122;1,000000;50
A;20;G1;113;0,000000;G2;127;1,000000;51
A;20;G1;118;0,000000;G2;122;1,000000;52
A;20;G1;119;1,000000;G2;121;0,000000;53
A;20;G1;120;1,000000;G2;120;0,000000;54
A;20;G1;118;1,000000;G2;122;0,000000;55
A;20;G1;122;0,000000;G2;118;1,000000;56
A;20;G1;120;1,000000;G2;120;0,000000;57
A;20;G1;112;0,000000;G2;128;1,000000;58
A;20;G1;117;0,000000;G2;123;1,000000;59
A;20;G1;115;0,000000;G2;125;1,000000;60
A;20;G1;119;0,000000;G2;121;1,000000;61
A;20;G1;125;0,000000;G2;115;1,000000;62
A;20;G1;119;1,000000;G2;121;0,000000;63
A;20;G1;120;1,000000;G2;120;0,000000;64
A;20;G1;125;1,000000;G2;115;0,000000;65
A;20;G1;119;1,000000;G2;121;0,000000;66
A;20;G1;123;1,000000;G2;117;0,000000;67
A;20;G1;123;1,000000;G2;117;0,000000;68
A;20;G1;122;1,000000;G2;118;0,000000;69
A;20;G1;118;0,000000;G2;122;1,000000;70
A;20;G1;116;0,000000;G2;124;1,000000;71
A;20;G1;122;0,000000;G2;118;1,000000;72
A;20;G1;115;1,000000;G2;125;0,000000;73
A;20;G1;117;0,000000;G2;123;1,000000;74
A;20;G1;123;0,000000;G2;117;1,000000;75
A;20;G1;124;1,000000;G2;116;0,000000;76
A;20;G1;122;1,000000;G2;118;0,000000;77
A;20;G1;119;0,000000;G2;121;1,000000;78
A;20;G1;120;0,000000;G2;120;1,000000;79
A;20;G1;118;0,000000;G2;122;1,000000;80
A;20;G1;123;1,000000;G2;117;0,000000;81
A;20;G1;124;1,000000;G2;116;0,000000;82
A;20;G1;118;0,000000;G2;122;1,000000;83
A;20;G1;121;1,000000;G2;119;0,000000;84
A;20;G1;122;1,000000;G2;118;0,000000;85
A;20;G1;119;0,000000;G2;121;1,000000;86
A;20;G1;122;1,000000;G2;118;0,000000;87
A;20;G1;119;1,000000;G2;121;0,000000;88
A;20;G1;121;1,000000;G2;119;0,000000;89
A;20;G1;122;1,000000;G2;118;0,000000;90
A;20;G1;116;1,000000;G2;124;0,000000;91
A;20;G1;116;0,000000;G2;124;1,000000;92
A;20;G1;118;1,000000;G2;122;0,000000;93
A;20;G1;114;1,000000;G2;126;0,000000;94
A;20;G1;117;0,000000;G2;123;1,000000;95
A;20;G1;121;1,000000;G2;119;0,000000;96
A;20;G1;116;0,000000;G2;124;1,000000;97
A;20;G1;122;1,000000;G2;118;0,000000;98
A;20;G1;119;1,000000;G2;121;0,000000;99
A;20;G1;119;1,000000;G2;121;0,000000;100
A;20;G1;121;1,000000;G2;119;0,000000;101
A;20;G1;123;1,000000;G2;117;0,000000;102
A;20;G1;116;0,000000;G2;124;1,000000;103
A;20;G1;120;1,000000;G2;120;0,000000;104
A;20;G1;123;1,000000;G2;117;0,000000;105
A;20;G1;115;0,000000;G2;125;1,000000;106
A;20;G1;118;0,000000;G2;122;1,000000;107
A;20;G1;116;1,000000;G2;124;0,000000;108
A;20;G1;126;1,000000;G2;114;0,000000;109
