20;16;0
20;30;1
20;114;2
20;74;3
20;12;4
20;56;5
20;54;6
20;18;7
20;46;8
20;56;9
20;94;10
20;74;11
20;14;12
20;48;13
20;24;14
20;28;15
20;104;16
20;12;17
20;26;18
20;14;19
20;24;20
20;10;21
20;38;22
20;78;23
20;14;24
20;12;25
20;58;26
20;138;27
20;18;28
20;10;29
20;28;30
20;12;31
20;70;32
20;10;33
20;40;34
20;32;35
20;54;36
20;46;37
20;16;38
20;78;39
20;24;40
20;98;41
20;48;42
20;36;43
20;22;44
20;36;45
20;72;46
20;48;47
20;190;48
20;34;49
20;86;50
20;38;51
20;14;52
20;16;53
20;42;54
20;54;55
20;34;56
20;112;57
20;114;58
20;30;59
20;12;60
20;74;61
20;108;62
20;56;63
20;18;64
20;26;65
20;132;66
20;44;67
20;28;68
20;38;69
20;40;70
20;30;71
20;40;72
20;20;73
20;60;74
20;48;75
20;102;76
20;12;77
20;130;78
20;36;79
20;22;80
20;44;81
20;60;82
20;14;83
20;14;84
20;48;85
20;30;86
20;12;87
20;28;88
20;12;89
20;14;90
20;24;91
20;20;92
20;16;93
20;28;94
20;10;95
20;30;96
20;40;97
20;14;98
20;22;99
20;56;100
20;10;101
20;90;102
20;52;103
20;46;104
20;12;105
20;30;106
20;30;107
20;22;108
20;30;109
20;94;110
20;48;111
20;16;112
20;22;113
20;44;114
20;130;115
20;16;116
20;26;117
20;16;118
20;48;119
20;50;120
20;142;121
20;18;122
20;16;123
20;64;124
20;28;125
20;50;126
20;38;127
20;78;128
20;80;129
20;36;130
20;104;131
20;88;132
20;78;133
20;54;134
20;34;135
20;16;136
20;14;137
20;42;138
20;16;139
20;20;140
20;38;141
20;34;142
20;104;143
20;14;144
20;42;145
20;90;146
20;22;147
20;38;148
20;78;149
20;20;150
20;104;151
20;26;152
20;20;153
20;40;154
20;36;155
20;22;156
20;34;157
20;56;158
20;20;159
20;14;160
20;18;161
20;100;162
20;126;163
20;16;164
20;110;165
20;36;166
20;56;167
20;12;168
20;26;169
20;24;170
20;52;171
20;24;172
20;32;173
20;24;174
20;20;175
20;12;176
20;32;177
20;16;178
20;82;179
20;32;180
20;40;181
20;14;182
20;34;183
20;16;184
20;20;185
20;34;186
20;54;187
20;10;188
20;62;189
20;48;190
20;36;191
20;44;192
20;50;193
20;30;194
20;20;195
20;20;196
20;20;197
20;22;198
20;20;199
20;30;200
20;182;201
20;24;202
20;88;203
20;34;204
20;26;205
20;38;206
20;54;207
20;16;208
20;22;209
20;26;210
20;40;211
20;16;212
20;38;213
20;66;214
20;20;215
20;30;216
20;16;217
20;22;218
20;20;219
20;44;220
20;12;221
20;34;222
20;32;223
20;26;224
20;78;225
20;40;226
20;30;227
20;16;228
20;12;229
20;38;230
20;62;231
20;26;232
20;102;233
20;78;234
20;26;235
20;28;236
20;38;237
20;16;238
20;34;239
20;88;240
20;10;241
20;12;242
20;76;243
20;26;244
20;100;245
20;34;246
20;118;247
20;24;248
20;16;249
20;22;250
20;12;251
20;30;252
20;44;253
20;20;254
20;18;255
20;42;256
20;32;257
20;32;258
20;18;259
20;16;260
20;104;261
20;14;262
20;26;263
20;14;264
20;16;265
20;16;266
20;14;267
20;56;268
20;30;269
20;12;270
20;46;271
20;84;272
20;74;273
20;32;274
20;18;275
20;14;276
20;62;277
20;10;278
20;50;279
20;28;280
20;20;281
20;34;282
20;10;283
20;36;284
20;74;285
20;30;286
20;28;287
20;22;288
20;52;289
20;42;290
20;34;291
20;32;292
20;20;293
20;20;294
20;36;295
20;90;296
20;64;297
20;144;298
20;58;299
20;14;300
20;16;301
20;16;302
20;40;303
20;74;304
20;46;305
20;64;306
20;78;307
20;12;308
20;60;309
20;22;310
20;38;311
20;54;312
20;18;313
20;48;314
20;98;315
20;18;316
20;10;317
20;20;318
20;14;319
20;12;320
20;26;321
20;14;322
20;38;323
20;12;324
20;12;325
20;106;326
20;32;327
20;90;328
20;44;329
20;24;330
20;46;331
20;48;332
20;34;333
20;42;334
20;52;335
20;30;336
20;14;337
20;42;338
20;18;339
20;40;340
20;34;341
20;84;342
20;10;343
20;18;344
20;32;345
20;30;346
20;36;347
20;34;348
20;40;349
20;36;350
20;102;351
20;58;352
20;50;353
20;14;354
20;18;355
20;68;356
20;12;357
20;20;358
20;78;359
20;182;360
20;18;361
20;52;362
20;74;363
20;22;364
20;30;365
20;52;366
20;48;367
20;78;368
20;58;369
20;34;370
20;28;371
20;50;372
20;10;373
20;24;374
20;28;375
20;36;376
20;22;377
20;42;378
20;40;379
20;18;380
20;108;381
20;52;382
20;20;383
20;32;384
20;22;385
20;18;386
20;50;387
20;22;388
20;10;389
20;30;390
20;10;391
20;12;392
20;20;393
20;28;394
20;14;395
20;82;396
20;20;397
20;24;398
20;68;399
20;16;400
20;12;401
20;12;402
20;100;403
20;18;404
20;18;405
20;68;406
20;86;407
20;68;408
20;14;409
20;26;410
20;14;411
20;28;412
20;26;413
20;20;414
20;60;415
20;124;416
20;14;417
20;148;418
