A;20;30;9000
A;20;38;9001
A;20;28;9002
A;20;16;9003
A;20;40;9004
A;20;20;9005
A;20;44;9006
A;20;22;9007
A;20;56;9008
A;20;22;9009
A;20;48;9010
A;20;54;9011
A;20;104;9012
A;20;24;9013
A;20;16;9014
A;20;20;9015
A;20;12;9016
A;20;30;9017
A;20;12;9018
A;20;40;9019
A;20;56;9020
A;20;30;9021
A;20;22;9022
A;20;26;9023
A;20;26;9024
A;20;26;9025
A;20;18;9026
A;20;16;9027
A;20;26;9028
A;20;36;9029
A;20;16;9030
A;20;36;9031
A;20;14;9032
A;20;28;9033
A;20;18;9034
A;20;28;9035
A;20;18;9036
A;20;60;9037
A;20;32;9038
A;20;22;9039
A;20;32;9040
A;20;14;9041
A;20;28;9042
A;20;12;9043
A;20;22;9044
A;20;18;9045
A;20;26;9046
A;20;34;9047
A;20;64;9048
A;20;12;9049
A;20;16;9050
A;20;32;9051
A;20;52;9052
A;20;70;9053
A;20;54;9054
A;20;22;9055
A;20;52;9056
A;20;18;9057
A;20;64;9058
A;20;22;9059
A;20;22;9060
A;20;70;9061
A;20;46;9062
A;20;22;9063
A;20;12;9064
A;20;38;9065
A;20;14;9066
A;20;34;9067
A;20;44;9068
A;20;16;9069
A;20;56;9070
A;20;56;9071
A;20;42;9072
A;20;38;9073
A;20;22;9074
A;20;52;9075
A;20;60;9076
A;20;20;9077
A;20;28;9078
A;20;90;9079
A;20;60;9080
A;20;36;9081
A;20;14;9082
A;20;16;9083
A;20;12;9084
A;20;38;9085
A;20;34;9086
A;20;26;9087
A;20;18;9088
A;20;92;9089
A;20;24;9090
A;20;16;9091
A;20;12;9092
A;20;64;9093
A;20;28;9094
A;20;40;9095
A;20;116;9096
A;20;26;9097
A;20;36;9098
A;20;30;9099
A;20;22;9100
A;20;20;9101
A;20;14;9102
A;20;62;9103
A;20;18;9104
A;20;70;9105
A;20;54;9106
A;20;52;9107
A;20;22;9108
A;20;16;9109
A;20;28;9110
A;20;100;9111
A;20;30;9112
A;20;24;9113
A;20;34;9114
A;20;54;9115
A;20;32;9116
A;20;16;9117
A;20;28;9118
A;20;28;9119
A;20;24;9120
A;20;18;9121
A;20;38;9122
A;20;26;9123
A;20;28;9124
A;20;14;9125
A;20;94;9126
A;20;24;9127
A;20;24;9128
A;20;10;9129
A;20;20;9130
A;20;10;9131
A;20;20;9132
A;20;16;9133
A;20;34;9134
A;20;30;9135
A;20;34;9136
A;20;18;9137
A;20;18;9138
A;20;32;9139
A;20;20;9140
A;20;24;9141
A;20;18;9142
A;20;20;9143
A;20;14;9144
A;20;48;9145
A;20;12;9146
A;20;20;9147
A;20;16;9148
A;20;12;9149
A;20;24;9150
A;20;16;9151
A;20;74;9152
A;20;32;9153
A;20;40;9154
A;20;36;9155
A;20;102;9156
A;20;48;9157
A;20;64;9158
A;20;56;9159
A;20;36;9160
A;20;20;9161
A;20;22;9162
A;20;16;9163
A;20;42;9164
A;20;50;9165
A;20;46;9166
A;20;92;9167
A;20;18;9168
A;20;50;9169
A;20;14;9170
A;20;84;9171
A;20;20;9172
A;20;18;9173
A;20;14;9174
A;20;20;9175
A;20;32;9176
A;20;38;9177
A;20;120;9178
A;20;40;9179
A;20;24;9180
A;20;22;9181
A;20;24;9182
A;20;16;9183
A;20;12;9184
A;20;86;9185
A;20;12;9186
A;20;38;9187
A;20;30;9188
A;20;30;9189
A;20;28;9190
A;20;20;9191
A;20;20;9192
A;20;28;9193
A;20;32;9194
A;20;14;9195
A;20;12;9196
A;20;36;9197
A;20;12;9198
A;20;24;9199
A;20;50;9200
A;20;52;9201
A;20;26;9202
A;20;36;9203
A;20;36;9204
A;20;34;9205
A;20;18;9206
A;20;30;9207
A;20;162;9208
A;20;16;9209
A;20;48;9210
A;20;116;9211
A;20;44;9212
A;20;38;9213
A;20;40;9214
A;20;62;9215
A;20;20;9216
A;20;26;9217
A;20;62;9218
A;20;20;9219
A;20;26;9220
A;20;26;9221
A;20;64;9222
A;20;54;9223
A;20;14;9224
A;20;46;9225
A;20;16;9226
A;20;30;9227
A;20;34;9228
A;20;12;9229
A;20;106;9230
A;20;44;9231
A;20;42;9232
A;20;24;9233
A;20;38;9234
A;20;14;9235
A;20;130;9236
A;20;178;9237
A;20;60;9238
A;20;18;9239
A;20;44;9240
A;20;16;9241
A;20;48;9242
A;20;20;9243
A;20;16;9244
A;20;30;9245
A;20;22;9246
A;20;86;9247
A;20;20;9248
A;20;24;9249
A;20;56;9250
A;20;30;9251
A;20;26;9252
A;20;14;9253
A;20;12;9254
A;20;42;9255
A;20;10;9256
A;20;96;9257
A;20;32;9258
A;20;24;9259
A;20;42;9260
A;20;14;9261
A;20;24;9262
A;20;16;9263
A;20;30;9264
A;20;26;9265
A;20;18;9266
A;20;44;9267
A;20;28;9268
A;20;22;9269
A;20;18;9270
A;20;22;9271
A;20;22;9272
A;20;16;9273
A;20;16;9274
A;20;36;9275
A;20;46;9276
